 9.78909424e+08  2.45994576e+01  9.78909424e+08  9.05664436e+01 
 9.80037084e+08  2.38739553e+01  9.80037084e+08  9.05981209e+01 
 9.81166043e+08  2.31310694e+01  9.81166043e+08  9.06328570e+01 
 9.82296303e+08  2.23700767e+01  9.82296303e+08  9.06710933e+01 
 9.83427864e+08  2.15902135e+01  9.83427864e+08  9.07133590e+01 
 9.84560730e+08  2.07906732e+01  9.84560730e+08  9.07602942e+01 
 9.85694900e+08  1.99706031e+01  9.85694900e+08  9.08126799e+01 
 9.86830377e+08  1.91291014e+01  9.86830377e+08  9.08714793e+01 
 9.87967161e+08  1.82652133e+01  9.87967161e+08  9.09378941e+01 
 9.89105255e+08  1.73779276e+01  9.89105255e+08  9.10134423e+01 
 9.90244661e+08  1.64661727e+01  9.90244661e+08  9.11000703e+01 
 9.91385379e+08  1.55288127e+01  9.91385379e+08  9.12003141e+01 
 9.92527410e+08  1.45646425e+01  9.92527410e+08  9.13175408e+01 
 9.93670758e+08  1.35723843e+01  9.93670758e+08  9.14563187e+01 
 9.94815422e+08  1.25506836e+01  9.94815422e+08  9.16230041e+01 
 9.95961406e+08  1.14981062e+01  9.95961406e+08  9.18267097e+01 
 9.97108709e+08  1.04131379e+01  9.97108709e+08  9.20809780e+01 
 9.98257334e+08  9.29418976e+00  9.98257334e+08  9.24068400e+01 
 9.99407282e+08  8.13961433e+00  9.99407282e+08  9.28388138e+01 
 1.00055855e+09  6.94775201e+00  1.00055855e+09  9.34377547e+01 
 1.00171115e+09  5.71705530e+00  1.00171115e+09  9.43218199e+01 
 1.00286508e+09  4.44646259e+00  1.00286508e+09  9.57543247e+01 
 1.00402034e+09  3.13679586e+00  1.00402034e+09  9.84628712e+01 
 1.00517692e+09  1.79875889e+00  1.00517692e+09  1.05422599e+02 
 1.00633484e+09  5.87783160e-01  1.00633484e+09  1.47556043e+02 
 1.00749410e+09  1.26571742e+00  1.00749410e+09 -1.13997734e+02 
 1.00865468e+09  2.73688714e+00  1.00865468e+09 -1.01264592e+02 
 1.00981661e+09  4.30770993e+00  1.00981661e+09 -9.74118959e+01 
 1.01097987e+09  5.95090544e+00  1.01097987e+09 -9.55748092e+01 
 1.01214448e+09  7.66507500e+00  1.01214448e+09 -9.45041116e+01 
 1.01331042e+09  9.45296432e+00  1.01331042e+09 -9.38052541e+01 
 1.01447771e+09  1.13187384e+01  1.01447771e+09 -9.33147633e+01 
 1.01564634e+09  1.32673787e+01  1.01564634e+09 -9.29527873e+01 
 1.01681632e+09  1.53045288e+01  1.01681632e+09 -9.26757233e+01 
 1.01798765e+09  1.74364739e+01  1.01798765e+09 -9.24577610e+01 
 1.01916033e+09  1.96701750e+01  1.01916033e+09 -9.22826579e+01 
 1.02033435e+09  2.20133317e+01  1.02033435e+09 -9.21396912e+01 
 1.02150973e+09  2.44744656e+01  1.02150973e+09 -9.20215044e+01 
 1.02268647e+09  2.70630232e+01  1.02268647e+09 -9.19228909e+01 
 1.02386456e+09  2.97894986e+01  1.02386456e+09 -9.18400696e+01 
 1.02504400e+09  3.26655786e+01  1.02504400e+09 -9.17702366e+01 
 1.02622481e+09  3.57043145e+01  1.02622481e+09 -9.17112771e+01 
 1.02740697e+09  3.89203248e+01  1.02740697e+09 -9.16615747e+01 
 1.02859050e+09  4.23300371e+01  1.02859050e+09 -9.16198826e+01 
 1.02977539e+09  4.59519750e+01  1.02977539e+09 -9.15852335e+01 
 1.03096165e+09  4.98071029e+01  1.03096165e+09 -9.15568774e+01 
 1.03214927e+09  5.39192413e+01  1.03214927e+09 -9.15342365e+01 
 1.03333826e+09  5.83155692e+01  1.03333826e+09 -9.15168731e+01 
 1.03452862e+09  6.30272380e+01  1.03452862e+09 -9.15044672e+01 
 1.03572035e+09  6.80901238e+01  1.03572035e+09 -9.14968009e+01 
 1.03691345e+09  7.35457582e+01  1.03691345e+09 -9.14937476e+01 
 1.03810793e+09  7.94424883e+01  1.03810793e+09 -9.14952670e+01 
 1.03930379e+09  8.58369340e+01  1.03930379e+09 -9.15014031e+01 
 1.04050102e+09  9.27958365e+01  1.04050102e+09 -9.15122866e+01 
 1.04169963e+09  1.00398425e+02  1.04169963e+09 -9.15281410e+01 
 1.04289962e+09  1.08739480e+02  1.04289962e+09 -9.15492944e+01 
 1.04410099e+09  1.17933347e+02  1.04410099e+09 -9.15761959e+01 
 1.04530375e+09  1.28119256e+02  1.04530375e+09 -9.16094401e+01 
 1.04650790e+09  1.39468478e+02  1.04650790e+09 -9.16498016e+01 
 1.04771343e+09  1.52194110e+02  1.04771343e+09 -9.16982833e+01 
 1.04892035e+09  1.66564661e+02  1.04892035e+09 -9.17561846e+01 
 1.05012866e+09  1.82923314e+02  1.05012866e+09 -9.18251997e+01 
 1.05133836e+09  2.01715819e+02  1.05133836e+09 -9.19075602e+01 
 1.05254945e+09  2.23531887e+02  1.05254945e+09 -9.20062477e+01 
 1.05376194e+09  2.49168388e+02  1.05376194e+09 -9.21253194e+01 
 1.05497583e+09  2.79729028e+02  1.05497583e+09 -9.22704223e+01 
 1.05619111e+09  3.16787660e+02  1.05619111e+09 -9.24496365e+01 
 1.05740780e+09  3.62668255e+02  1.05740780e+09 -9.26749221e+01 
 1.05862589e+09  4.20951749e+02  1.05862589e+09 -9.29647417e+01 
 1.05984538e+09  4.97457464e+02  1.05984538e+09 -9.33491428e+01 
 1.06106627e+09  6.02312222e+02  1.06106627e+09 -9.38804890e+01 
 1.06228857e+09  7.54827341e+02  1.06228857e+09 -9.46588137e+01 
 1.06351228e+09  9.96901200e+02  1.06351228e+09 -9.59017696e+01 
 1.06473740e+09  1.43924797e+03  1.06473740e+09 -9.81878438e+01 
 1.06596393e+09  2.49443436e+03  1.06596393e+09 -1.03709973e+02 
 1.06719187e+09  7.29170418e+03  1.06719187e+09 -1.31741651e+02 
 1.06842123e+09  5.12275416e+03  1.06842123e+09  1.16732522e+02 
 1.06965200e+09  2.22635733e+03  1.06965200e+09  1.00844820e+02 
 1.07088420e+09  1.42177591e+03  1.07088420e+09  9.66453112e+01 
 1.07211781e+09  1.05204363e+03  1.07211781e+09  9.47338749e+01 
 1.07335284e+09  8.40315969e+02  1.07335284e+09  9.36449551e+01 
 1.07458929e+09  7.03266638e+02  1.07458929e+09  9.29431619e+01 
 1.07582717e+09  6.07339379e+02  1.07582717e+09  9.24540471e+01 
 1.07706648e+09  5.36447305e+02  1.07706648e+09  9.20941979e+01 
 1.07830721e+09  4.81921188e+02  1.07830721e+09  9.18187339e+01 
 1.07954937e+09  4.38678218e+02  1.07954937e+09  9.16013701e+01 
 1.08079297e+09  4.03542021e+02  1.08079297e+09  9.14256940e+01 
 1.08203799e+09  3.74425789e+02  1.08203799e+09  9.12809301e+01 
 1.08328445e+09  3.49902135e+02  1.08328445e+09  9.11597130e+01 
 1.08453235e+09  3.28961769e+02  1.08453235e+09  9.10568374e+01 
 1.08578168e+09  3.10870893e+02  1.08578168e+09  9.09685216e+01 
 1.08703245e+09  2.95083232e+02  1.08703245e+09  9.08919519e+01 
 1.08828466e+09  2.81183735e+02  1.08828466e+09  9.08249919e+01 
 1.08953832e+09  2.68851415e+02  1.08953832e+09  9.07659908e+01 
 1.09079342e+09  2.57834133e+02  1.09079342e+09  9.07136527e+01 
 1.09204997e+09  2.47931078e+02  1.09204997e+09  9.06669466e+01 
 1.09330796e+09  2.38980344e+02  1.09330796e+09  9.06250418e+01 
 1.09456740e+09  2.30849944e+02  1.09456740e+09  9.05872618e+01 
 1.09582829e+09  2.23431202e+02  1.09582829e+09  9.05530504e+01 
 1.09709064e+09  2.16633827e+02  1.09709064e+09  9.05219456e+01 
 1.09835444e+09  2.10382184e+02  1.09835444e+09  9.04935613e+01 
 1.09961969e+09  2.04612433e+02  1.09961969e+09  9.04675718e+01 
 1.10088641e+09  1.99270320e+02  1.10088641e+09  9.04437006e+01 
