 2.00000000e-11  9.96015936e-01  2.00000000e-11  9.99999984e-01  2.00000000e-11  1.25691682e-07 
 4.00000000e-11  9.92047745e-01  4.00000000e-11  9.99999953e-01  4.00000000e-11  2.51383344e-07 
 8.00000000e-11  9.84142982e-01  8.00000000e-11  9.99999858e-01  8.00000000e-11  5.02766624e-07 
 1.60000000e-10  9.68521665e-01  1.60000000e-10  9.99999478e-01  1.60000000e-10  1.00553288e-06 
 3.20000000e-10  9.38017046e-01  3.20000000e-10  9.99997960e-01  3.20000000e-10  2.01106367e-06 
 6.40000000e-10  8.79845446e-01  6.40000000e-10  9.99991889e-01  6.40000000e-10  4.02211459e-06 
 1.28000000e-09  7.73999377e-01  1.28000000e-09  9.99967605e-01  1.28000000e-09  8.04414325e-06 
 2.00000000e-09  6.70029312e-01  2.00000000e-09  9.99920934e-01  2.00000000e-09  1.25687456e-05 
 2.12800000e-09  6.53304711e-01  2.12800000e-09  9.99910169e-01  2.12800000e-09  1.33730895e-05 
 2.38400000e-09  6.20690435e-01  2.38400000e-09  9.99887342e-01  2.38400000e-09  1.49817575e-05 
 2.89600000e-09  5.60227440e-01  2.89600000e-09  9.99833919e-01  2.89600000e-09  1.81989632e-05 
 3.92000000e-09  4.56150354e-01  3.92000000e-09  9.99695996e-01  3.92000000e-09  2.46327278e-05 
 5.92000000e-09  3.04100236e-01  5.92000000e-09  9.99307140e-01  5.92000000e-09  3.71952443e-05 
 7.92000000e-09  2.02733491e-01  7.92000000e-09  9.98760304e-01  7.92000000e-09  4.97517226e-05 
 9.92000000e-09  1.35155660e-01  9.92000000e-09  9.98055575e-01  9.92000000e-09  6.23001775e-05 
 1.19200000e-08  9.01037736e-02  1.19200000e-08  9.97193067e-01  1.19200000e-08  7.48386252e-05 
 1.39200000e-08  6.00691824e-02  1.39200000e-08  9.96172918e-01  1.39200000e-08  8.73650838e-05 
 1.59200000e-08  4.00461216e-02  1.59200000e-08  9.94995291e-01  1.59200000e-08  9.98775729e-05 
 1.79200000e-08  2.66974144e-02  1.79200000e-08  9.93660375e-01  1.79200000e-08  1.12374114e-04 
 1.99200000e-08  1.77982763e-02  1.99200000e-08  9.92168382e-01  1.99200000e-08  1.24852733e-04 
 2.19200000e-08  1.18655175e-02  2.19200000e-08  9.90519551e-01  2.19200000e-08  1.37311456e-04 
 2.39200000e-08  7.91034501e-03  2.39200000e-08  9.88714143e-01  2.39200000e-08  1.49748315e-04 
 2.59200000e-08  5.27356334e-03  2.59200000e-08  9.86752447e-01  2.59200000e-08  1.62161342e-04 
 2.79200000e-08  3.51570889e-03  2.79200000e-08  9.84634775e-01  2.79200000e-08  1.74548577e-04 
 2.99200000e-08  2.34380593e-03  2.99200000e-08  9.82361463e-01  2.99200000e-08  1.86908060e-04 
 3.19200000e-08  1.56253729e-03  3.19200000e-08  9.79932872e-01  3.19200000e-08  1.99237839e-04 
 3.39200000e-08  1.04169152e-03  3.39200000e-08  9.77349389e-01  3.39200000e-08  2.11535964e-04 
 3.59200000e-08  6.94461016e-04  3.59200000e-08  9.74611424e-01  3.59200000e-08  2.23800492e-04 
 3.79200000e-08  4.62974011e-04  3.79200000e-08  9.71719412e-01  3.79200000e-08  2.36029483e-04 
 3.99200000e-08  3.08649340e-04  3.99200000e-08  9.68673811e-01  3.99200000e-08  2.48221006e-04 
 4.19200000e-08  2.05766227e-04  4.19200000e-08  9.65475106e-01  4.19200000e-08  2.60373133e-04 
 4.39200000e-08  1.37177485e-04  4.39200000e-08  9.62123803e-01  4.39200000e-08  2.72483943e-04 
 4.59200000e-08  9.14516564e-05  4.59200000e-08  9.58620436e-01  4.59200000e-08  2.84551523e-04 
 4.79200000e-08  6.09677710e-05  4.79200000e-08  9.54965558e-01  4.79200000e-08  2.96573965e-04 
 4.99200000e-08  4.06451806e-05  4.99200000e-08  9.51159751e-01  4.99200000e-08  3.08549368e-04 
 5.19200000e-08  2.70967871e-05  5.19200000e-08  9.47203618e-01  5.19200000e-08  3.20475841e-04 
 5.39200000e-08  1.80645247e-05  5.39200000e-08  9.43097786e-01  5.39200000e-08  3.32351498e-04 
 5.59200000e-08  1.20430165e-05  5.59200000e-08  9.38842905e-01  5.59200000e-08  3.44174463e-04 
 5.79200000e-08  8.02867766e-06  5.79200000e-08  9.34439652e-01  5.79200000e-08  3.55942866e-04 
 5.99200000e-08  5.35245177e-06  5.99200000e-08  9.29888723e-01  5.99200000e-08  3.67654849e-04 
 6.19200000e-08  3.56830118e-06  6.19200000e-08  9.25190840e-01  6.19200000e-08  3.79308559e-04 
 6.39200000e-08  2.37886745e-06  6.39200000e-08  9.20346747e-01  6.39200000e-08  3.90902157e-04 
 6.59200000e-08  1.58591164e-06  6.59200000e-08  9.15357213e-01  6.59200000e-08  4.02433809e-04 
 6.79200000e-08  1.05727442e-06  6.79200000e-08  9.10223027e-01  6.79200000e-08  4.13901692e-04 
 6.99200000e-08  7.04849616e-07  6.99200000e-08  9.04945004e-01  6.99200000e-08  4.25303996e-04 
 7.19200000e-08  4.69899744e-07  7.19200000e-08  8.99523979e-01  7.19200000e-08  4.36638918e-04 
 7.39200000e-08  3.13266496e-07  7.39200000e-08  8.93960812e-01  7.39200000e-08  4.47904666e-04 
 7.59200000e-08  2.08844331e-07  7.59200000e-08  8.88256384e-01  7.59200000e-08  4.59099462e-04 
 7.79200000e-08  1.39229554e-07  7.79200000e-08  8.82411598e-01  7.79200000e-08  4.70221535e-04 
 7.99200000e-08  9.28197025e-08  7.99200000e-08  8.76427380e-01  7.99200000e-08  4.81269128e-04 
 8.19200000e-08  6.18798017e-08  8.19200000e-08  8.70304677e-01  8.19200000e-08  4.92240496e-04 
 8.39200000e-08  4.12532011e-08  8.39200000e-08  8.64044461e-01  8.39200000e-08  5.03133905e-04 
 8.59200000e-08  2.75021341e-08  8.59200000e-08  8.57647722e-01  8.59200000e-08  5.13947634e-04 
 8.79200000e-08  1.83347561e-08  8.79200000e-08  8.51115473e-01  8.79200000e-08  5.24679974e-04 
 8.99200000e-08  1.22231707e-08  8.99200000e-08  8.44448748e-01  8.99200000e-08  5.35329230e-04 
 9.19200000e-08  8.14878047e-09  9.19200000e-08  8.37648604e-01  9.19200000e-08  5.45893718e-04 
 9.39200000e-08  5.43252031e-09  9.39200000e-08  8.30716117e-01  9.39200000e-08  5.56371771e-04 
 9.59200000e-08  3.62168021e-09  9.59200000e-08  8.23652384e-01  9.59200000e-08  5.66761732e-04 
 9.79200000e-08  2.41445347e-09  9.79200000e-08  8.16458524e-01  9.79200000e-08  5.77061960e-04 
 9.99200000e-08  1.60963565e-09  9.99200000e-08  8.09135676e-01  9.99200000e-08  5.87270827e-04 
 1.01920000e-07  1.07309043e-09  1.01920000e-07  8.01685000e-01  1.01920000e-07  5.97386722e-04 
 1.03920000e-07  7.15393621e-10  1.03920000e-07  7.94107674e-01  1.03920000e-07  6.07408045e-04 
 1.05920000e-07  4.76929081e-10  1.05920000e-07  7.86404899e-01  1.05920000e-07  6.17333213e-04 
 1.07920000e-07  3.17952721e-10  1.07920000e-07  7.78577894e-01  1.07920000e-07  6.27160660e-04 
 1.09920000e-07  2.11968480e-10  1.09920000e-07  7.70627897e-01  1.09920000e-07  6.36888831e-04 
 1.11920000e-07  1.41312320e-10  1.11920000e-07  7.62556167e-01  1.11920000e-07  6.46516191e-04 
 1.13920000e-07  9.42082135e-11  1.13920000e-07  7.54363982e-01  1.13920000e-07  6.56041218e-04 
 1.15920000e-07  6.28054757e-11  1.15920000e-07  7.46052639e-01  1.15920000e-07  6.65462409e-04 
 1.17920000e-07  4.18703171e-11  1.17920000e-07  7.37623452e-01  1.17920000e-07  6.74778275e-04 
 1.19920000e-07  2.79135447e-11  1.19920000e-07  7.29077756e-01  1.19920000e-07  6.83987344e-04 
 1.21920000e-07  1.86090298e-11  1.21920000e-07  7.20416904e-01  1.21920000e-07  6.93088162e-04 
 1.23920000e-07  1.24060199e-11  1.23920000e-07  7.11642266e-01  1.23920000e-07  7.02079291e-04 
 1.25920000e-07  8.27067992e-12  1.25920000e-07  7.02755231e-01  1.25920000e-07  7.10959312e-04 
 1.27920000e-07  5.51378662e-12  1.27920000e-07  6.93757205e-01  1.27920000e-07  7.19726822e-04 
 1.29920000e-07  3.67585774e-12  1.29920000e-07  6.84649612e-01  1.29920000e-07  7.28380436e-04 
 1.31920000e-07  2.45057183e-12  1.31920000e-07  6.75433894e-01  1.31920000e-07  7.36918788e-04 
 1.33920000e-07  1.63371455e-12  1.33920000e-07  6.66111508e-01  1.33920000e-07  7.45340528e-04 
 1.35920000e-07  1.08914304e-12  1.35920000e-07  6.56683930e-01  1.35920000e-07  7.53644328e-04 
 1.37920000e-07  7.26095357e-13  1.37920000e-07  6.47152652e-01  1.37920000e-07  7.61828876e-04 
 1.39920000e-07  4.84063571e-13  1.39920000e-07  6.37519182e-01  1.39920000e-07  7.69892879e-04 
 1.41920000e-07  3.22709047e-13  1.41920000e-07  6.27785044e-01  1.41920000e-07  7.77835064e-04 
 1.43920000e-07  2.15139365e-13  1.43920000e-07  6.17951778e-01  1.43920000e-07  7.85654177e-04 
 1.45920000e-07  1.43426243e-13  1.45920000e-07  6.08020941e-01  1.45920000e-07  7.93348984e-04 
 1.47920000e-07  9.56174955e-14  1.47920000e-07  5.97994103e-01  1.47920000e-07  8.00918268e-04 
 1.49920000e-07  6.37449970e-14  1.49920000e-07  5.87872851e-01  1.49920000e-07  8.08360836e-04 
 1.51920000e-07  4.24966647e-14  1.51920000e-07  5.77658785e-01  1.51920000e-07  8.15675512e-04 
 1.53920000e-07  2.83311098e-14  1.53920000e-07  5.67353523e-01  1.53920000e-07  8.22861142e-04 
 1.55920000e-07  1.88874065e-14  1.55920000e-07  5.56958695e-01  1.55920000e-07  8.29916591e-04 
 1.57920000e-07  1.25916044e-14  1.57920000e-07  5.46475944e-01  1.57920000e-07  8.36840745e-04 
 1.59920000e-07  8.39440290e-15  1.59920000e-07  5.35906930e-01  1.59920000e-07  8.43632511e-04 
 1.61920000e-07  5.59626860e-15  1.61920000e-07  5.25253324e-01  1.61920000e-07  8.50290817e-04 
 1.63920000e-07  3.73084573e-15  1.63920000e-07  5.14516812e-01  1.63920000e-07  8.56814612e-04 
 1.65920000e-07  2.48723049e-15  1.65920000e-07  5.03699092e-01  1.65920000e-07  8.63202867e-04 
 1.67920000e-07  1.65815366e-15  1.67920000e-07  4.92801876e-01  1.67920000e-07  8.69454573e-04 
 1.69920000e-07  1.10543577e-15  1.69920000e-07  4.81826886e-01  1.69920000e-07  8.75568744e-04 
 1.71920000e-07  7.36957182e-16  1.71920000e-07  4.70775860e-01  1.71920000e-07  8.81544414e-04 
 1.73920000e-07  4.91304788e-16  1.73920000e-07  4.59650545e-01  1.73920000e-07  8.87380641e-04 
 1.75920000e-07  3.27536525e-16  1.75920000e-07  4.48452702e-01  1.75920000e-07  8.93076503e-04 
 1.77920000e-07  2.18357684e-16  1.77920000e-07  4.37184100e-01  1.77920000e-07  8.98631103e-04 
 1.79920000e-07  1.45571789e-16  1.79920000e-07  4.25846524e-01  1.79920000e-07  9.04043563e-04 
 1.81920000e-07  9.70478594e-17  1.81920000e-07  4.14441765e-01  1.81920000e-07  9.09313030e-04 
 1.83920000e-07  6.46985729e-17  1.83920000e-07  4.02971629e-01  1.83920000e-07  9.14438672e-04 
 1.85920000e-07  4.31323819e-17  1.85920000e-07  3.91437929e-01  1.85920000e-07  9.19419682e-04 
 1.87920000e-07  2.87549213e-17  1.87920000e-07  3.79842489e-01  1.87920000e-07  9.24255272e-04 
 1.89920000e-07  1.91699475e-17  1.89920000e-07  3.68187143e-01  1.89920000e-07  9.28944682e-04 
 1.91920000e-07  1.27799650e-17  1.91920000e-07  3.56473735e-01  1.91920000e-07  9.33487170e-04 
 1.93920000e-07  8.51997668e-18  1.93920000e-07  3.44704118e-01  1.93920000e-07  9.37882021e-04 
 1.95920000e-07  5.67998445e-18  1.95920000e-07  3.32880152e-01  1.95920000e-07  9.42128542e-04 
 1.97920000e-07  3.78665630e-18  1.97920000e-07  3.21003708e-01  1.97920000e-07  9.46226063e-04 
 1.99920000e-07  2.52443753e-18  1.99920000e-07  3.09076664e-01  1.99920000e-07  9.50173938e-04 
 2.01920000e-07  1.68295836e-18  2.01920000e-07  2.97100906e-01  2.01920000e-07  9.53971546e-04 
 2.03920000e-07  1.12197224e-18  2.03920000e-07  2.85078328e-01  2.03920000e-07  9.57618287e-04 
 2.05920000e-07  7.47981492e-19  2.05920000e-07  2.73010832e-01  2.05920000e-07  9.61113588e-04 
 2.07920000e-07  4.98654328e-19  2.07920000e-07  2.60900326e-01  2.07920000e-07  9.64456896e-04 
 2.09920000e-07  3.32436219e-19  2.09920000e-07  2.48748725e-01  2.09920000e-07  9.67647687e-04 
 2.11920000e-07  2.21624146e-19  2.11920000e-07  2.36557950e-01  2.11920000e-07  9.70685456e-04 
 2.13920000e-07  1.47749430e-19  2.13920000e-07  2.24329930e-01  2.13920000e-07  9.73569726e-04 
 2.15920000e-07  9.84996203e-20  2.15920000e-07  2.12066599e-01  2.15920000e-07  9.76300043e-04 
 2.17920000e-07  6.56664135e-20  2.17920000e-07  1.99769894e-01  2.17920000e-07  9.78875977e-04 
 2.19920000e-07  4.37776090e-20  2.19920000e-07  1.87441761e-01  2.19920000e-07  9.81297123e-04 
 2.21920000e-07  2.91850727e-20  2.21920000e-07  1.75084150e-01  2.21920000e-07  9.83563099e-04 
 2.23920000e-07  1.94567151e-20  2.23920000e-07  1.62699014e-01  2.23920000e-07  9.85673551e-04 
